collection,key
neighborhood,10275
neighborhood,10094
neighborhood,1073
neighborhood,1000
property,100247
property,100512
property,100
property,100126
lodging_type,3
lodging_type,1
lodging_type,7
lodging_type,6
lodging_type,5
lodging_type,B
destination,109
destination,149
destination,107
destination,1220
destination,1509
destination,1449
destination,1606
destination,1242
neighborhood,10083
neighborhood,1
neighborhood,10591
neighborhood,10605
neighborhood,10326
neighborhood,10190
property,100106
property,100035
property,100435
lodging_type,1
lodging_type,6
lodging_type,R
destination,1538
destination,1200
destination,1354
destination,1494
destination,1096
neighborhood,10514
neighborhood,10660
neighborhood,10032
neighborhood,10238
neighborhood,10764
neighborhood,10153
neighborhood,10115
property,10001
property,100313
property,100024
property,100495
property,100868
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,A
lodging_type,8
destination,1
destination,1030
destination,1190
destination,1095
destination,1046
destination,104
destination,1123
destination,100
neighborhood,10289
neighborhood,10090
neighborhood,10012
neighborhood,10332
neighborhood,10018
property,100234
property,100113
property,100129
property,10018
property,100038
lodging_type,3
lodging_type,1
lodging_type,8
lodging_type,O
destination,1264
destination,1159
destination,1109
destination,1019
destination,1380
neighborhood,1067
neighborhood,10005
neighborhood,10898
neighborhood,10222
property,100774
property,100614
property,100182
property,100115
property,100108
lodging_type,3
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,5
lodging_type,8
destination,1246
destination,1002
destination,1850
destination,1507
destination,1829
destination,1117
destination,11
neighborhood,1
neighborhood,10123
neighborhood,10098
neighborhood,10019
neighborhood,10124
property,100501
property,100345
property,100007
property,100094
property,100031
property,10018
property,100599
lodging_type,3
lodging_type,7
lodging_type,5
destination,1312
destination,1000
neighborhood,10170
neighborhood,10656
property,100140
property,100234
property,100782
property,100011
lodging_type,3
lodging_type,7
lodging_type,A
lodging_type,H
destination,1688
destination,1831
destination,1148
destination,1297
destination,1712
destination,1085
neighborhood,1002
neighborhood,10070
neighborhood,10883
neighborhood,10420
neighborhood,10008
neighborhood,10669
property,100396
property,100054
property,100011
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,4
lodging_type,O
lodging_type,8
destination,1
destination,1030
destination,1366
destination,1720
destination,1099
neighborhood,10001
neighborhood,1
neighborhood,10180
neighborhood,10021
neighborhood,1005
neighborhood,10004
neighborhood,10148
neighborhood,10301
neighborhood,10433
neighborhood,10503
property,100190
property,100244
property,100600
property,100604
property,100302
lodging_type,3
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,5
lodging_type,C
lodging_type,H
destination,1004
destination,1226
destination,1763
destination,1012
destination,100
neighborhood,1001
neighborhood,10322
neighborhood,10368
property,100573
property,100497
property,100315
property,100170
lodging_type,T
lodging_type,B
lodging_type,R
destination,1030
destination,1295
destination,1696
destination,1142
destination,1128
neighborhood,10539
neighborhood,10483
neighborhood,10836
neighborhood,10239
property,100421
property,100019
property,10000
property,100656
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,B
lodging_type,O
lodging_type,H
destination,1628
destination,1153
destination,1116
neighborhood,10529
neighborhood,10681
neighborhood,10714
neighborhood,10748
neighborhood,10051
property,1
property,100771
property,100453
property,100712
property,100221
lodging_type,1
lodging_type,G
lodging_type,5
lodging_type,C
lodging_type,4
destination,117
destination,1521
destination,1313
destination,1874
destination,1062
destination,1150
neighborhood,10010
neighborhood,10044
neighborhood,10554
neighborhood,10059
neighborhood,10255
neighborhood,10569
neighborhood,10089
property,100013
property,100851
property,100137
property,100629
property,100022
property,100495
property,100097
lodging_type,1
lodging_type,6
lodging_type,C
lodging_type,4
lodging_type,O
destination,1548
destination,1445
destination,1043
destination,1151
neighborhood,10769
neighborhood,10601
neighborhood,10423
neighborhood,10572
neighborhood,10469
neighborhood,10823
neighborhood,10431
neighborhood,10783
property,100077
property,100079
property,100864
property,100012
property,100073
property,100081
lodging_type,G
lodging_type,B
lodging_type,C
lodging_type,H
destination,1422
destination,10
destination,1201
destination,1507
destination,1573
destination,1533
neighborhood,10049
neighborhood,10219
neighborhood,10022
neighborhood,10863
property,10086
property,100105
property,100884
property,100081
property,100048
property,100887
property,100849
lodging_type,3
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,H
destination,1004
destination,1741
destination,1434
destination,1297
destination,1027
destination,1429
destination,1013
destination,1102
destination,1759
destination,1129
destination,1580
destination,1152
destination,1357
neighborhood,10014
neighborhood,10093
neighborhood,10412
neighborhood,10616
neighborhood,10006
neighborhood,10176
property,100004
property,100245
property,10024
property,10004
property,100706
property,100225
property,1000
lodging_type,T
lodging_type,1
lodging_type,C
destination,1309
destination,1030
destination,1111
destination,1124
destination,1034
destination,1010
neighborhood,10740
neighborhood,10791
neighborhood,10501
neighborhood,101
neighborhood,1012
property,100819
property,100220
property,100055
property,100122
property,100708
property,100252
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,C
lodging_type,O
destination,1
destination,1664
destination,1041
destination,175
destination,1707
destination,1655
destination,1633
destination,1268
destination,1381
destination,141
neighborhood,10845
neighborhood,10091
neighborhood,10022
neighborhood,1034
neighborhood,10303
neighborhood,10386
property,100699
lodging_type,6
lodging_type,A
lodging_type,B
lodging_type,8
destination,18
destination,1303
destination,1498
destination,1000
destination,1118
neighborhood,10025
neighborhood,10163
neighborhood,10011
neighborhood,10787
neighborhood,10430
neighborhood,10042
neighborhood,10051
property,1004
property,100065
property,10056
property,100119
property,100208
property,10000
property,100509
property,1000
lodging_type,2
lodging_type,T
lodging_type,7
lodging_type,A
lodging_type,B
lodging_type,5
lodging_type,4
lodging_type,8
lodging_type,O
destination,1020
destination,1068
destination,1697
destination,1154
destination,1016
destination,1015
neighborhood,10016
neighborhood,10664
neighborhood,10071
neighborhood,100
property,100259
property,10
property,100423
property,100736
lodging_type,2
lodging_type,G
lodging_type,6
lodging_type,5
lodging_type,8
destination,1088
destination,1497
neighborhood,10484
neighborhood,10068
neighborhood,1056
neighborhood,1018
neighborhood,1015
property,10027
property,100064
property,100082
property,100509
lodging_type,3
lodging_type,T
lodging_type,5
lodging_type,B
lodging_type,4
lodging_type,H
destination,1211
destination,1470
destination,1817
destination,1267
neighborhood,10059
neighborhood,10122
neighborhood,10877
neighborhood,10060
property,100394
property,1
property,100391
property,100200
property,100822
property,100
lodging_type,B
lodging_type,C
lodging_type,H
destination,112
destination,1454
destination,1851
destination,18
destination,100
destination,1547
neighborhood,10001
neighborhood,10365
neighborhood,1025
neighborhood,10125
property,100411
property,100882
property,100299
property,100876
lodging_type,1
lodging_type,6
lodging_type,4
lodging_type,R
lodging_type,O
lodging_type,H
destination,1089
destination,1813
destination,1151
destination,1036
destination,1517
neighborhood,10015
neighborhood,1
neighborhood,10844
neighborhood,10036
neighborhood,10651
neighborhood,10193
neighborhood,10109
neighborhood,10445
property,100688
property,100151
property,10012
property,10030
property,100710
property,100085
lodging_type,1
lodging_type,G
lodging_type,8
lodging_type,O
destination,1317
destination,1589
destination,1024
neighborhood,10269
neighborhood,10
neighborhood,10000
neighborhood,10054
neighborhood,10566
neighborhood,10013
neighborhood,1023
property,100207
property,100345
property,100124
lodging_type,3
lodging_type,1
lodging_type,7
lodging_type,8
destination,1435
destination,1046
destination,1061
destination,118
neighborhood,10170
neighborhood,10014
neighborhood,10241
neighborhood,10000
neighborhood,10223
neighborhood,10041
neighborhood,10113
neighborhood,1000
property,100551
property,10011
property,100850
property,100541
property,100416
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,4
lodging_type,O
destination,1263
destination,1455
destination,1418
destination,1073
neighborhood,1
neighborhood,10149
neighborhood,10040
neighborhood,10711
neighborhood,10734
property,100207
property,100196
property,100792
property,100047
property,100225
property,100590
property,100118
lodging_type,1
lodging_type,7
lodging_type,6
lodging_type,8
destination,1292
destination,1008
destination,1297
destination,1018
neighborhood,10055
neighborhood,10489
neighborhood,10339
neighborhood,10064
neighborhood,10167
property,100004
property,100079
property,100639
property,100070
property,100094
lodging_type,1
lodging_type,7
lodging_type,6
lodging_type,5
lodging_type,C
destination,1280
destination,1625
destination,136
destination,1120
destination,1507
destination,1096
neighborhood,10259
neighborhood,10096
neighborhood,10884
neighborhood,10263
neighborhood,106
neighborhood,10851
neighborhood,10351
neighborhood,10295
neighborhood,10667
neighborhood,10736
neighborhood,10077
property,100370
property,10065
property,100214
property,100011
property,100339
lodging_type,T
lodging_type,G
lodging_type,A
lodging_type,5
lodging_type,B
lodging_type,8
destination,1138
destination,1457
destination,1004
destination,1350
destination,1059
destination,1562
destination,1070
neighborhood,1041
neighborhood,10276
neighborhood,10277
neighborhood,10287
neighborhood,10191
neighborhood,10639
property,100074
property,100155
property,100018
property,100297
property,100443
property,10007
property,100464
property,100886
lodging_type,2
lodging_type,1
lodging_type,A
lodging_type,C
lodging_type,4
lodging_type,R
destination,1159
destination,111
destination,1124
destination,1011
neighborhood,10008
neighborhood,1012
neighborhood,10114
property,100074
property,100405
lodging_type,3
lodging_type,6
lodging_type,B
lodging_type,8
destination,1201
destination,1636
destination,1113
destination,1011
destination,1015
neighborhood,10437
neighborhood,10
neighborhood,10174
neighborhood,10585
neighborhood,10517
neighborhood,10099
property,100480
property,100056
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,R
destination,1110
destination,1273
destination,1151
destination,1573
neighborhood,10296
neighborhood,1040
neighborhood,10705
neighborhood,10429
neighborhood,10142
